del_county	del_state	del_county_full_name	pop_density	median_hh_income
Graham County	KS	"Graham County, Kansas"	1.0377394	
Gray County	KS	"Gray County, Kansas"	2.512046789	64930
Greeley County	KS	"Greeley County, Kansas"	0.636886468	
Hamilton County	KS	"Hamilton County, Kansas"	0.975606608	
Harper County	KS	"Harper County, Kansas"	2.643003658	49865
Haskell County	KS	"Haskell County, Kansas"	2.527122089	
Hodgeman County	KS	"Hodgeman County, Kansas"	0.773558348	
Jefferson County	KS	"Jefferson County, Kansas"	13.31502321	64864
Johnson County	KS	"Johnson County, Kansas"	497.1595581	89087
Kearny County	KS	"Kearny County, Kansas"	1.766534749	
Kiowa County	KS	"Kiowa County, Kansas"	1.314363887	
Labette County	KS	"Labette County, Kansas"	12.07494279	47643
Leavenworth County	KS	"Leavenworth County, Kansas"	68.22175275	73013
Lincoln County	KS	"Lincoln County, Kansas"	1.577371121	
Logan County	KS	"Logan County, Kansas"	0.993868485	
McPherson County	KS	"McPherson County, Kansas"	12.99049382	59089
Marion County	KS	"Marion County, Kansas"	4.834153878	52123
Meade County	KS	"Meade County, Kansas"	1.600727992	
Miami County	KS	"Miami County, Kansas"	22.92360906	71995
Montgomery County	KS	"Montgomery County, Kansas"	18.88895458	45157
Morris County	KS	"Morris County, Kansas"	2.990678276	55658
Nemaha County	KS	"Nemaha County, Kansas"	5.528682827	63216
Neosho County	KS	"Neosho County, Kansas"	10.74500444	46291
Norton County	KS	"Norton County, Kansas"	2.400486111	49038
Osborne County	KS	"Osborne County, Kansas"	1.514099557	
Ottawa County	KS	"Ottawa County, Kansas"	3.072294255	54784
Pawnee County	KS	"Pawnee County, Kansas"	3.200869569	49917
Phillips County	KS	"Phillips County, Kansas"	2.170942065	50093
Pottawatomie County	KS	"Pottawatomie County, Kansas"	11.64083427	66835
Pratt County	KS	"Pratt County, Kansas"	4.810003168	52327
Rawlins County	KS	"Rawlins County, Kansas"	0.924623605	
Reno County	KS	"Reno County, Kansas"	19.03832157	49936
Republic County	KS	"Republic County, Kansas"	2.515610262	
Rice County	KS	"Rice County, Kansas"	5.011866161	53012
Riley County	KS	"Riley County, Kansas"	45.56915215	51208
Rooks County	KS	"Rooks County, Kansas"	2.1327109	49415
Rush County	KS	"Rush County, Kansas"	1.590104293	
Russell County	KS	"Russell County, Kansas"	2.914956726	44792
Saline County	KS	"Saline County, Kansas"	29.11018867	52200
Scott County	KS	"Scott County, Kansas"	2.771535056	
Sedgwick County	KS	"Sedgwick County, Kansas"	202.8712273	56524
Seward County	KS	"Seward County, Kansas"	13.25773451	49291
Shawnee County	KS	"Shawnee County, Kansas"	126.9740552	56762
Sheridan County	KS	"Sheridan County, Kansas"	1.054505795	
Hampton County	SC	"Hampton County, South Carolina"	12.79779747	33429
Horry County	SC	"Horry County, South Carolina"	119.5909118	50704
Kershaw County	SC	"Kershaw County, South Carolina"	34.75340101	51479
Lancaster County	SC	"Lancaster County, South Carolina"	67.51798537	58849
Laurens County	SC	"Laurens County, South Carolina"	36.58024346	43304
Lexington County	SC	"Lexington County, South Carolina"	162.3903455	61173
McCormick County	SC	"McCormick County, South Carolina"	10.24898923	43633
Marlboro County	SC	"Marlboro County, South Carolina"	21.45603222	33586
Newberry County	SC	"Newberry County, South Carolina"	23.10573266	44226
Orangeburg County	SC	"Orangeburg County, South Carolina"	29.39209184	37955
Pickens County	SC	"Pickens County, South Carolina"	102.0955316	49573
Saluda County	SC	"Saluda County, South Carolina"	16.08663809	45714
Spartanburg County	SC	"Spartanburg County, South Carolina"	156.6607974	52332
Union County	SC	"Union County, South Carolina"	20.48143803	41186
Williamsburg County	SC	"Williamsburg County, South Carolina"	12.82342974	32485
York County	SC	"York County, South Carolina"	159.9268682	65361
Beadle County	SD	"Beadle County, South Dakota"	5.873904782	52313
Bennett County	SD	"Bennett County, South Dakota"	1.101946042	
Brookings County	SD	"Brookings County, South Dakota"	16.75331033	58136
Brown County	SD	"Brown County, South Dakota"	8.632712718	58216
Buffalo County	SD	"Buffalo County, South Dakota"	1.595500092	
Butte County	SD	"Butte County, South Dakota"	1.757700994	46508
Campbell County	SD	"Campbell County, South Dakota"	0.724655159	
Charles Mix County	SD	"Charles Mix County, South Dakota"	3.297471275	50481
Clark County	SD	"Clark County, South Dakota"	1.547212166	
Clay County	SD	"Clay County, South Dakota"	14.02514903	50724
Codington County	SD	"Codington County, South Dakota"	15.90544179	56376
Corson County	SD	"Corson County, South Dakota"	0.610023145	
Custer County	SD	"Custer County, South Dakota"	2.062758668	58522
Davison County	SD	"Davison County, South Dakota"	17.68702096	50570
Day County	SD	"Day County, South Dakota"	2.045594207	46679
Deuel County	SD	"Deuel County, South Dakota"	2.662928917	
Dewey County	SD	"Dewey County, South Dakota"	0.878565824	47475
Douglas County	SD	"Douglas County, South Dakota"	2.534964674	
Edmunds County	SD	"Edmunds County, South Dakota"	1.366811682	
Fall River County	SD	"Fall River County, South Dakota"	1.547391922	50588
Faulk County	SD	"Faulk County, South Dakota"	0.835750272	
Grant County	SD	"Grant County, South Dakota"	4.281172053	58158
Gregory County	SD	"Gregory County, South Dakota"	1.519377896	
Haakon County	SD	"Haakon County, South Dakota"	0.399208417	
Hamlin County	SD	"Hamlin County, South Dakota"	4.693977125	67105
Hand County	SD	"Hand County, South Dakota"	0.845234138	
Harding County	SD	"Harding County, South Dakota"	0.189469122	
Hughes County	SD	"Hughes County, South Dakota"	9.249972771	64783
Hyde County	SD	"Hyde County, South Dakota"	0.566168139	
Jackson County	SD	"Jackson County, South Dakota"	0.581261241	
Jones County	SD	"Jones County, South Dakota"	0.365129355	
Kingsbury County	SD	"Kingsbury County, South Dakota"	2.406420562	
Greenville County	SC	"Greenville County, South Carolina"	258.1768796	60351
Lake County	SD	"Lake County, South Dakota"	7.585672872	61846
Lincoln County	SD	"Lincoln County, South Dakota"	43.58064406	82473
Lyman County	SD	"Lyman County, South Dakota"	0.874103979	
McPherson County	SD	"McPherson County, South Dakota"	0.818965921	
Marshall County	SD	"Marshall County, South Dakota"	1.983764145	
Mellette County	SD	"Mellette County, South Dakota"	0.566457245	
Miner County	SD	"Miner County, South Dakota"	1.556136579	
Moody County	SD	"Moody County, South Dakota"	4.710130282	61538
Tallahatchie County	MS	"Tallahatchie County, Mississippi"	7.608669157	29864
Tishomingo County	MS	"Tishomingo County, Mississippi"	17.1531247	37681
Walthall County	MS	"Walthall County, Mississippi"	13.27127486	30961
Wayne County	MS	"Wayne County, Mississippi"	9.41971255	37706
Winston County	MS	"Winston County, Mississippi"	11.26290813	34724
Bernalillo County	NM	"Bernalillo County, New Mexico"	224.9107054	53329
Roosevelt County	NM	"Roosevelt County, New Mexico"	3.029244578	42702
San Miguel County	NM	"San Miguel County, New Mexico"	2.224363592	30946
Sierra County	NM	"Sierra County, New Mexico"	1.068953888	29755
Torrance County	NM	"Torrance County, New Mexico"	1.736483542	36120
Adams County	ND	"Adams County, North Dakota"	0.860136389	
Billings County	ND	"Billings County, North Dakota"	0.317692842	
Burke County	ND	"Burke County, North Dakota"	0.770021863	
Cavalier County	ND	"Cavalier County, North Dakota"	0.960377546	
Divide County	ND	"Divide County, North Dakota"	0.672011983	
Emmons County	ND	"Emmons County, North Dakota"	0.844053635	
Grand Forks County	ND	"Grand Forks County, North Dakota"	19.67037734	54051
Hettinger County	ND	"Hettinger County, North Dakota"	0.84876796	
Logan County	ND	"Logan County, North Dakota"	0.729728531	
McKenzie County	ND	"McKenzie County, North Dakota"	2.056873807	77845
Morton County	ND	"Morton County, North Dakota"	6.674183132	70556
Nelson County	ND	"Nelson County, North Dakota"	1.185659194	
Pierce County	ND	"Pierce County, North Dakota"	1.512885022	
Renville County	ND	"Renville County, North Dakota"	1.004379183	
Sargent County	ND	"Sargent County, North Dakota"	1.73693126	
Slope County	ND	"Slope County, North Dakota"	0.224303563	
Stutsman County	ND	"Stutsman County, North Dakota"	3.752235033	57674
Walsh County	ND	"Walsh County, North Dakota"	3.182252991	55700
Wells County	ND	"Wells County, North Dakota"	1.210089811	
Brown County	KS	"Brown County, Kansas"	6.430624285	48333
Chase County	KS	"Chase County, Kansas"	1.284587744	
Cheyenne County	KS	"Cheyenne County, Kansas"	0.990345674	
Cloud County	KS	"Cloud County, Kansas"	4.874977102	45373
Cowley County	KS	"Cowley County, Kansas"	11.84950926	50102
Decatur County	KS	"Decatur County, Kansas"	1.194365568	
Douglas County	KS	"Douglas County, Kansas"	100.6287462	59435
Ellis County	KS	"Ellis County, Kansas"	12.41396433	52883
Ford County	KS	"Ford County, Kansas"	12.05375309	51711
Gove County	KS	"Gove County, Kansas"	0.979247045	
Grant County	KS	"Grant County, Kansas"	4.938384511	53413
Greenwood County	KS	"Greenwood County, Kansas"	2.031647478	41982
Harvey County	KS	"Harvey County, Kansas"	24.33830103	57982
Jackson County	KS	"Jackson County, Kansas"	7.785359663	57914
Jewell County	KS	"Jewell County, Kansas"	1.24405258	
Kingman County	KS	"Kingman County, Kansas"	3.340420917	60469
Lane County	KS	"Lane County, Kansas"	0.847110896	
Linn County	KS	"Linn County, Kansas"	6.233334952	48778
Lyon County	KS	"Lyon County, Kansas"	14.66041571	46338
Marshall County	KS	"Marshall County, Kansas"	4.305490164	51895
Mitchell County	KS	"Mitchell County, Kansas"	3.188762649	46203
Morton County	KS	"Morton County, Kansas"	1.429105344	
Ness County	KS	"Ness County, Kansas"	0.965309835	
Osage County	KS	"Osage County, Kansas"	8.628250778	54090
Stafford County	KS	"Stafford County, Kansas"	1.984995776	
Sumner County	KS	"Sumner County, Kansas"	7.313170536	55000
Wabaunsee County	KS	"Wabaunsee County, Kansas"	3.342696864	61178
Wichita County	KS	"Wichita County, Kansas"	1.156318957	
Woodson County	KS	"Woodson County, Kansas"	2.415956629	
Allen County	KY	"Allen County, Kentucky"	23.0848899	44036
Sherman County	KS	"Sherman County, Kansas"	2.166940124	54754
Smith County	KS	"Smith County, Kansas"	1.539296176	
Stanton County	KS	"Stanton County, Kansas"	1.182677484	
Stevens County	KS	"Stevens County, Kansas"	2.787224957	57806
Thomas County	KS	"Thomas County, Kansas"	2.849007835	60124
Trego County	KS	"Trego County, Kansas"	1.21889424	
Wallace County	KS	"Wallace County, Kansas"	0.638959197	
Washington County	KS	"Washington County, Kansas"	2.386275613	50588
Wilson County	KS	"Wilson County, Kansas"	5.837338046	48341
Wyandotte County	KS	"Wyandotte County, Kansas"	430.9346304	46881
Adair County	KY	"Adair County, Kentucky"	18.00815693	38021
Anderson County	KY	"Anderson County, Kentucky"	45.55279869	55334
Ballard County	KY	"Ballard County, Kentucky"	12.08370659	45048
Bath County	KY	"Bath County, Kentucky"	17.65728864	44898
Bell County	KY	"Bell County, Kentucky"	25.91170953	26272
Bourbon County	KY	"Bourbon County, Kentucky"	26.98684205	49637
Boyd County	KY	"Boyd County, Kentucky"	116.5572142	48308
Bracken County	KY	"Bracken County, Kentucky"	15.99897878	49158
Breckinridge County	KY	"Breckinridge County, Kentucky"	13.84471015	47190
Bullitt County	KY	"Bullitt County, Kentucky"	106.864045	63348
Caldwell County	KY	"Caldwell County, Kentucky"	14.16458146	44775
Calloway County	KY	"Calloway County, Kentucky"	37.20625801	42273
Carlisle County	KY	"Carlisle County, Kentucky"	9.835986174	
Carroll County	KY	"Carroll County, Kentucky"	32.43579858	43524
Casey County	KY	"Casey County, Kentucky"	13.85483177	34819
Christian County	KY	"Christian County, Kentucky"	39.14671576	43919
Clay County	KY	"Clay County, Kentucky"	16.73834749	26840
Clinton County	KY	"Clinton County, Kentucky"	18.1120358	32184
Cumberland County	KY	"Cumberland County, Kentucky"	7.448892561	35344
Daviess County	KY	"Daviess County, Kentucky"	87.01952485	51673
Elliott County	KY	"Elliott County, Kentucky"	12.11766693	32306
Fayette County	KY	"Fayette County, Kentucky"	439.0992544	57291
Fleming County	KY	"Fleming County, Kentucky"	16.70714459	44612
Franklin County	KY	"Franklin County, Kentucky"	95.74555274	56274
Fulton County	KY	"Fulton County, Kentucky"	12.21519854	30114
Garrard County	KY	"Garrard County, Kentucky"	28.44561501	52631
Grant County	KY	"Grant County, Kentucky"	37.32801381	48714
Grayson County	KY	"Grayson County, Kentucky"	20.40455704	38612
Green County	KY	"Green County, Kentucky"	14.99196681	35899
Hancock County	KY	"Hancock County, Kentucky"	18.71124014	57217
Hardin County	KY	"Hardin County, Kentucky"	68.5636834	54367
Harrison County	KY	"Harrison County, Kentucky"	23.55329891	48438
Henderson County	KY	"Henderson County, Kentucky"	39.63702165	48926
Henry County	KY	"Henry County, Kentucky"	21.14361897	53926
Hickman County	KY	"Hickman County, Kentucky"	7.204919016	
Hopkins County	KY	"Hopkins County, Kentucky"	32.35276255	47170
Jackson County	KY	"Jackson County, Kentucky"	14.49021866	32138
Jefferson County	KY	"Jefferson County, Kentucky"	793.8674183	56586
Jessamine County	KY	"Jessamine County, Kentucky"	118.8377667	58245
Johnson County	KY	"Johnson County, Kentucky"	33.42741594	37055
Kenton County	KY	"Kenton County, Kentucky"	407.2351649	64339
Knott County	KY	"Knott County, Kentucky"	15.65308461	31198
Knox County	KY	"Knox County, Kentucky"	30.17716634	30181
Larue County	KY	"Larue County, Kentucky"	21.94653207	47643
Laurel County	KY	"Laurel County, Kentucky"	55.70424661	41526
Lawrence County	KY	"Lawrence County, Kentucky"	15.1367376	32798
Lee County	KY	"Lee County, Kentucky"	13.67059382	25275
Leslie County	KY	"Leslie County, Kentucky"	10.12612131	31627
Letcher County	KY	"Letcher County, Kentucky"	24.6196567	29886
Oglala Lakota County	SD	"Oglala Lakota County, South Dakota"	2.521391716	
Perkins County	SD	"Perkins County, South Dakota"	0.381332483	
Potter County	SD	"Potter County, South Dakota"	1.108352916	
Roberts County	SD	"Roberts County, South Dakota"	3.604841486	50348
Spink County	SD	"Spink County, South Dakota"	1.633520444	54423
Stanley County	SD	"Stanley County, South Dakota"	0.796565518	
Todd County	SD	"Todd County, South Dakota"	2.591169406	24331
Tripp County	SD	"Tripp County, South Dakota"	1.34666351	57720
Union County	SD	"Union County, South Dakota"	14.08718003	70378
Walworth County	SD	"Walworth County, South Dakota"	2.895867124	55583
Ziebach County	SD	"Ziebach County, South Dakota"	0.475036625	
Anderson County	TN	"Anderson County, Tennessee"	88.30682937	50392
Benton County	TN	"Benton County, Tennessee"	15.53392929	37512
Bledsoe County	TN	"Bledsoe County, Tennessee"	14.16275002	44122
Bradley County	TN	"Bradley County, Tennessee"	127.5647425	51331
Campbell County	TN	"Campbell County, Tennessee"	31.57712001	39803
Carroll County	TN	"Carroll County, Tennessee"	18.37297154	42637
Carter County	TN	"Carter County, Tennessee"	63.76159086	38092
Chester County	TN	"Chester County, Tennessee"	23.43209053	51946
Claiborne County	TN	"Claiborne County, Tennessee"	28.46699284	36835
Cocke County	TN	"Cocke County, Tennessee"	31.86923864	36716
Coffee County	TN	"Coffee County, Tennessee"	52.10482273	50351
Cumberland County	TN	"Cumberland County, Tennessee"	34.65142089	45958
Davidson County	TN	"Davidson County, Tennessee"	548.7532707	60388
DeKalb County	TN	"DeKalb County, Tennessee"	25.46830496	45511
Dickson County	TN	"Dickson County, Tennessee"	42.8071322	53076
Dyer County	TN	"Dyer County, Tennessee"	27.73285406	44185
Fayette County	TN	"Fayette County, Tennessee"	23.003686	60711
Fentress County	TN	"Fentress County, Tennessee"	14.31717969	36520
Franklin County	TN	"Franklin County, Tennessee"	29.78396965	51585
Gibson County	TN	"Gibson County, Tennessee"	32.30344815	43171
Giles County	TN	"Giles County, Tennessee"	19.1783518	49614
Grainger County	TN	"Grainger County, Tennessee"	32.37441835	44064
Greene County	TN	"Greene County, Tennessee"	43.53455166	42595
Grundy County	TN	"Grundy County, Tennessee"	14.49205794	40516
Hamblen County	TN	"Hamblen County, Tennessee"	154.4978279	43619
Hamilton County	TN	"Hamilton County, Tennessee"	260.7945048	55070
Hancock County	TN	"Hancock County, Tennessee"	11.56966789	30136
Hardeman County	TN	"Hardeman County, Tennessee"	14.72209026	40304
Hardin County	TN	"Hardin County, Tennessee"	17.93903461	40682
Hawkins County	TN	"Hawkins County, Tennessee"	44.96427643	41924
Haywood County	TN	"Haywood County, Tennessee"	12.93797546	37905
Henderson County	TN	"Henderson County, Tennessee"	20.67244853	43305
Henry County	TN	"Henry County, Tennessee"	22.12502542	40502
Hickman County	TN	"Hickman County, Tennessee"	15.71241992	43596
Houston County	TN	"Houston County, Tennessee"	15.96697674	42711
Humphreys County	TN	"Humphreys County, Tennessee"	13.8142373	45667
Jefferson County	TN	"Jefferson County, Tennessee"	76.75506765	49139
